valley,site,tomb,unique_ID,period,sex,probable_sex ,dimorphism_index,age_categ,peri-mortem,#_peri,overkill,anterior/posterior ,facial,facial_sector,parietal,parietal_sector,temporal,temporal_sector,occipital,occipital_sector,ante-mortem,#_ante,anterior/posterior ,facial,facial_sector,parietal,parietal_sector,temporal,temporal_sectr,occipital,sum_traumas,trauma,critical_trauma,AMS Subset,valley,site,tomb,unique_ID,mod_cranium,mod_style,C14_RangeBP,Cal_medianBP,C14_RangeAD,main_period,phase
Tierras Blancas,Ayapata,C1,Cr92,LIP,Ind,,10,Old Adult,Y,3,Y,P,,,"X, X, X","R, L, L",X,L,"X, X",,Y,2,A,"X, X","L, R",,,,,,5,Y,Y,,Tierras Blancas,Ayapata,C4,Cr199,N,NA,653 - 569   ,598,1297 - 1381,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr93,LIP,Male,,16,Middle Adult,Y,2,Y,P,,,"X, X","L, R",X,R,"X, X",,Y,1,A,X,L,,,,,,3,Y,Y,,Tierras Blancas,Ayapata,C4,Cr200,Y,AO,649 - 564  ,600,1301 - 1386,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr94,LIP,Female,,6,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr202,Y,AO,545 - 518   ,532,1307 - 1430,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr95,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr207,Y,AO,623 - 538    ,555,1297 - 1404,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr96,LIP,Male,,15,Middle Adult,N,0,N,,,,,,,,,,Y,6,A,"X, X, X, X","L, R","X, X","L, R",,,,6,Y,Y,,Tierras Blancas,Ayapata,C4,Cr208,Y,AO,635 - 559   ,605,1315 - 1391,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr97,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr209,Y,AO,630 - 557    ,608,1320 - 1393,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr98,LIP,Female,,9,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr212,NA,NA,553 - 540      ,547,1397 - 1410,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr99,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr215,Y,AO,553 - 540     ,547,1397 - 1410,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr100,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Tierras Blancas,Ayapata,C4,Cr217,Y,AO,639 - 560      ,604,1311 - 1390,LIP,PIII
Tierras Blancas,Ayapata,C1,Cr101,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C1,Cr222,N,NA,1055 - 974  ,1015,895 - 976,MH,TMH
Tierras Blancas,Ayapata,C1,Cr102,LIP,Male,probable ,12,Young Adult,N,0,N,,,,,,,,,,Y,2,P,,,X,L,,,X,2,Y,Y,,Las Trancas,C. Tribolpata,C1,Cr223,N,NA,970 - 935     ,961,980 - 1015,LIP,PI
Tierras Blancas,Ayapata,C1,Cr103,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C1,Cr224,Y,AO,956 - 935     ,946,994 - 1015,LIP,PI
Tierras Blancas,Ayapata,C1,Cr104,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,Y,1,P,,,X,L,,,,1,Y,N,,Las Trancas,C. Tribolpata,C1,Cr225,Y,AO,1045 - 959  ,977,905 - 991,MH,TMH
Tierras Blancas,Ayapata,C2,Cr105,LIP,Male,,14,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C1,Cr226,Y,AO,1152 - 989     ,1064,798 - 961,MH,TMH
Tierras Blancas,Ayapata,C2,Cr106,LIP,Male,,14,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C1,Cr227,Y,AO,787 - 741    ,764,1163 - 1209,LIP,PI
Tierras Blancas,Ayapata,C2,Cr107,LIP,Female,,5,Middle Adult,Y,2,N,AP,X,R,X,L,,,X,,N,0,,,,,,,,,2,Y,Y,,Las Trancas,C. Tribolpata,C1,Cr228,Y,AO,721 - 685  ,704,1229 - 1265,LIP,PII
Tierras Blancas,Ayapata,C2,Cr108,LIP,Female,,6,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C1,Cr229,Y,AO,970 - 935     ,961,980 - 1015,LIP,PI
Tierras Blancas,Ayapata,C2,Cr109,LIP,Female,,4,Young Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,N,,Las Trancas,C. Tribolpata,C1,Cr230,N,NA,1170 - 1004 ,1084,780 - 946,MH,TMH
Tierras Blancas,Ayapata,C2,Cr110,LIP,Male,,9,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C2,Cr232,N,NA,960 - 935  ,949,990 - 1015,LIP,PI
Tierras Blancas,Ayapata,C2,Cr111,LIP,Female,,6,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,"L, R ",,,,,,1,Y,Y,,Las Trancas,C. Tribolpata,C2,Cr233,Y,AO,897 - 743    ,794,1024 - 1163,LIP,PI
Tierras Blancas,Ayapata,C2,Cr112,LIP,Male,,13,Old Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,N,,Las Trancas,C. Tribolpata,C2,Cr234,Y,AO,786 - 742      ,763,1164 - 1208,LIP,PI
Tierras Blancas,Ayapata,C2,Cr113,LIP,Ind,,NA,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C2,Cr235,Y,AO,768 - 734    ,754,1182 - 1216,LIP,PI
Tierras Blancas,Ayapata,C2,Cr114,LIP,Male,,19,Old Adult,Y,2,Y,P,,,"X, X","L, R","X, X"," L, R",X,,N,0,,,,,,,,,2,Y,Y,,Las Trancas,C. Tribolpata,C2,Cr236,N,NA,1050 - 963    ,1009,900 - 987,MH,TMH
Tierras Blancas,Ayapata,C2,Cr115,LIP,Male,,17,Middle Adult,N,0,N,,,,,,,,,,Y,4,AP,"X, X, X","L, R",X,R,,,,4,Y,Y,,Las Trancas,C. Tribolpata,C2,Cr237,NA,NA,747 - 688 ,729,1203 - 1262,LIP,PII
Tierras Blancas,Ayapata,C2,Cr116,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C3,Cr239,Y,AO,771 - 725   ,747,1044 - 1218,LIP,PI
Tierras Blancas,Ayapata,C2,Cr117,LIP,Male,,17,Young Adult,Y,6,Y,AP,"X, X","R, R","X, X, X, X","L, R",,,,,N,0,,,,,,,,,6,Y,Y,,Las Trancas,C. Tribolpata,C3,Cr240,Y,AO,897 - 769    ,799,1053 - 1181,LIP,PI
Tierras Blancas,Ayapata,C2,Cr118,LIP,Ind,,NA,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C3,Cr241,Y,AO,771 - 736     ,757,1179 - 1214,LIP,PI
Tierras Blancas,Ayapata,C2,Cr119,LIP,Male,probable ,12,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C3,Cr242,Y,AO,918 - 814    ,855,1032 - 1136,LIP,PI
Tierras Blancas,Ayapata,C2,Cr120,LIP,Male,,17,Old Adult,N,0,N,,,,,,,,,,Y,3,A,"X, X, X","L, R",,,,,,3,Y,Y,,Las Trancas,C. Tribolpata,C3,Cr245,Y,AO,797 - 762    ,780,1153 - 1188,LIP,PI
Tierras Blancas,Ayapata,C2,Cr121,LIP,Male,,13,Young Adult,Y,1,N,A,X,R,,,,,,,N,0,,,,,,,,,1,Y,Y,,Las Trancas,C. Tribolpata,C3,Cr246,Y,AO,904 - 798     ,861,1046 - 1152,LIP,PI
Tierras Blancas,Ayapata,C2,Cr122,LIP,Female,,9,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C3,Cr247,Y,AO,795 - 751     ,777,1155 - 1199,LIP,PI
Tierras Blancas,Ayapata,C2,Cr123,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,Las Trancas,C. Tribolpata,C3,Cr251,Y,AE,787 - 732    ,758,1039 - 1211,LIP,PI
Tierras Blancas,Ayapata,C2,Cr124,LIP,Male,,15,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr125,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr126,LIP,Male,probable ,12,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr127A,LIP,Female,,9,Old Adult,N,0,N,,,,,,,,,,Y,2,P,,,"X, X","R, R",,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr127B,LIP,Male,probable ,10,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr128,LIP,Male,,18,Young Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,L,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr129,LIP,Male,,15,Old Adult,N,0,N,,,,,,,,,,Y,2,AP,X,L,X,L,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr130,LIP,Female,,6,Young Adult,Y,4,Y,AP,"X, X, X","L, L, L",,,,,X,R,N,0,,,,,,,,,4,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr131,LIP,Female,,6,Young Adult,N,0,N,,,,,,,,,,Y,3,A,"X, X, X ","L, R, R",,,,,,3,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr132,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr133,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr134,LIP,Female,,9,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr135,LIP,Female,,9,Young Adult,Y,1,N,P,,,X,L,,,,,N,0,,,,,,,,,1,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr136,LIP,Female,,9,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr137,LIP,Male,,17,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr138,LIP,Male,,17,Old Adult,N,0,N,,,,,,,,,,Y,3,P,,,"X, X, X","L, R, L",,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr139,LIP,Male,,16,Old Adult,N,0,N,,,,,,,,,,Y,6,AP,X,L,"X, X, X, X, X","L, L, L, R, R",,,,6,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr140,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr141,LIP,Female,,6,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr142,LIP,Female,,7,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr143,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr144,LIP,Female,,8,Middle Adult,Y,2,Y,AP,X,L,"X, X","L, L",,,,,Y,1,A,X,L,,,,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr145,LIP,Female,,9,Adolescent,Y,2,Y,AP,X,L,"X, X ","L, L",,,,,N,0,,,,,,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr146,LIP,Male,,14,Old Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr147,LIP,Ind,,NA,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr148,LIP,Female,,4,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr149,LIP,Ind,,11,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr150,LIP,Male,probable ,10,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr151,LIP,Male,,17,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr152,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr153,LIP,Male,,13,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr154,LIP,Male,,16,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr155,LIP,Male,,13,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr156,LIP,Female,,4,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr157,LIP,Female,,6,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,Cr158,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158A,LIP,Male,,15,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158B,LIP,Male,probable ,"11,5",Young Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,L,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158C,LIP,Female,,7,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158D,LIP,Female,,4,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158E,LIP,Male,,"13,5",Young Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,R,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158F,LIP,Male,,13,Young Adult,N,0,N,,,,,,,,,,Y,2,AP,X,,X,R,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158G,LIP,Male,,"15,5",Middle Adult,N,0,N,,,,,,,,,,Y,3,AP,X,R,"X, X, X",R,,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158H,LIP,Male,,17,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158I,LIP,Ind,,"10,5",Old Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,L,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158J,LIP,Female,,7,Middle Adult,N,0,N,,,,,,,,,,Y,1,A,X,L,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158K,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158L,LIP,Female,,6,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158M,LIP,Male,,13,Middle Adult,N,0,N,,,,,,,,,,Y,2,P,,,"X, X",L,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158N,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C2,158O,LIP,Male,,"16,5",Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr159,LIP,Female,,5,Young Adult,Y,2,N,P,,,X,LR,,,X,,Y,1,A,X,L,,,,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr160,LIP,Female,,5,Adolescent,Y,2,Y,AP,X,L/R,C,R,X,,X,R,N,0,,,,,,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr161,LIP,Female,,5,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr162,LIP,Female,,6,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr163,LIP,Female,,6,Adolescent,Y,6,Y,AP,X,R,"X, X, X","L, L, R",,,"X, X,",,Y,1,P,,,X,R,,,,7,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr164,LIP,Male,,16,Young Adult,Y,1,N,P,,,"X,X",LR,,,X,,N,0,,,,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr165,LIP,Ind,,NA,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr166,LIP,Male,,"15,5",Middle Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,R,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr167,LIP,Male,,NA,Adolescent,Y,3,Y,AP,X,R,"X, X","L, L",,,,,N,0,,,,,,,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr168,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr169,LIP,Female,,8,Young Adult,Y,2,N,AP,,,X,R,X,R,,,N,0,,,,,,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr170,LIP,Male,,14,Young Adult,N,0,N,,,,,,,,,,Y,2,P,,,"X, X","L, L",,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr171,LIP,Male,,15,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr172,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr173,LIP,Female,,7,Young Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr174,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr175,LIP,Ind,,6,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr176,LIP,Female,,4,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr177,LIP,Ind,,NA,Infant,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr178,LIP,Male,,14,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr179,LIP,Male,probable ,12,Young Adult,Y,2,Y,,,"X,X",LR,,,,X,,N,0,,,,,,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr180,LIP,Male,,16,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr181,LIP,Male,,16,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr182,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr183,LIP,Male,probable ,12,Middle Adult,N,0,N,,,,,,,,,,Y,3,P,,,"X, X, X","L, R, L/R",,,,3,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr184,LIP,Ind,,5,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr185,LIP,Ind,,11,Middle Adult,Y,1,N,P,,,X,L,,,X,L,Y,1,P,,,X,L,,,,2,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr186,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr187,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr188,LIP,Female,,6,Young Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,Y,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr189,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Tierras Blancas,Ayapata,C3,Cr190,LIP,Female,,9,Young Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,L,,,,1,Y,Y,,,,,,,,,,,,
